// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 24 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47
// command took 1.11s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47
// command took 2.21s and exited with 0
// ***** Done, took 00:00:03 (3.42 sec)   *****
// Found 24 benchmarks:
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000000]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000000]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000000]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000000]

// **************************
// Benchmark: LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47.dll" --benchmarkName "BMCollectionsBenchmarks.LRUCacheBenchmark.Add(N: 1)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 0 in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.1 (6.0.121.56705), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-RMLOCG(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 168300.00 ns, 168.3000 us/op
// Execute: dotnet "b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47.dll" --benchmarkName "BMCollectionsBenchmarks.LRUCacheBenchmark.Remove(N: 100)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 6 in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.1 (6.0.121.56705), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-BXKNGY(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 181000.00 ns, 181.0000 us/op
WorkloadJitting  1: 1 op, 566500.00 ns, 566.5000 us/op

OverheadWarmup   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 100.00 ns, 100.0000 ns/op

OverheadActual   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   7: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   8: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   9: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  10: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  11: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  12: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  15: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  16: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  17: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  18: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  19: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  20: 1 op, 100.00 ns, 100.0000 ns/op

WorkloadWarmup   1: 1 op, 9400.00 ns, 9.4000 us/op
WorkloadWarmup   2: 1 op, 8300.00 ns, 8.3000 us/op
WorkloadWarmup   3: 1 op, 8400.00 ns, 8.4000 us/op
WorkloadWarmup   4: 1 op, 8500.00 ns, 8.5000 us/op
WorkloadWarmup   5: 1 op, 8600.00 ns, 8.6000 us/op
WorkloadWarmup   6: 1 op, 8400.00 ns, 8.4000 us/op
WorkloadWarmup   7: 1 op, 8700.00 ns, 8.7000 us/op
WorkloadWarmup   8: 1 op, 11300.00 ns, 11.3000 us/op
WorkloadWarmup   9: 1 op, 8400.00 ns, 8.4000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 8700.00 ns, 8.7000 us/op
WorkloadActual   2: 1 op, 10900.00 ns, 10.9000 us/op
WorkloadActual   3: 1 op, 11100.00 ns, 11.1000 us/op
WorkloadActual   4: 1 op, 10500.00 ns, 10.5000 us/op
WorkloadActual   5: 1 op, 8800.00 ns, 8.8000 us/op
WorkloadActual   6: 1 op, 8500.00 ns, 8.5000 us/op
WorkloadActual   7: 1 op, 8700.00 ns, 8.7000 us/op
WorkloadActual   8: 1 op, 8500.00 ns, 8.5000 us/op
WorkloadActual   9: 1 op, 8500.00 ns, 8.5000 us/op
WorkloadActual  10: 1 op, 8500.00 ns, 8.5000 us/op
WorkloadActual  11: 1 op, 8800.00 ns, 8.8000 us/op
WorkloadActual  12: 1 op, 8500.00 ns, 8.5000 us/op
WorkloadActual  13: 1 op, 8500.00 ns, 8.5000 us/op
WorkloadActual  14: 1 op, 8800.00 ns, 8.8000 us/op
WorkloadActual  15: 1 op, 8500.00 ns, 8.5000 us/op
WorkloadActual  16: 1 op, 8700.00 ns, 8.7000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 8600.00 ns, 8.6000 us/op
WorkloadResult   2: 1 op, 8700.00 ns, 8.7000 us/op
WorkloadResult   3: 1 op, 8400.00 ns, 8.4000 us/op
WorkloadResult   4: 1 op, 8600.00 ns, 8.6000 us/op
WorkloadResult   5: 1 op, 8400.00 ns, 8.4000 us/op
WorkloadResult   6: 1 op, 8400.00 ns, 8.4000 us/op
WorkloadResult   7: 1 op, 8400.00 ns, 8.4000 us/op
WorkloadResult   8: 1 op, 8700.00 ns, 8.7000 us/op
WorkloadResult   9: 1 op, 8400.00 ns, 8.4000 us/op
WorkloadResult  10: 1 op, 8400.00 ns, 8.4000 us/op
WorkloadResult  11: 1 op, 8700.00 ns, 8.7000 us/op
WorkloadResult  12: 1 op, 8400.00 ns, 8.4000 us/op
WorkloadResult  13: 1 op, 8600.00 ns, 8.6000 us/op

// AfterAll
// Benchmark Process 5492 has exited with code 0.

Mean = 8.515 μs, StdErr = 0.037 μs (0.44%), N = 13, StdDev = 0.134 μs
Min = 8.400 μs, Q1 = 8.400 μs, Median = 8.400 μs, Q3 = 8.600 μs, Max = 8.700 μs
IQR = 0.200 μs, LowerFence = 8.100 μs, UpperFence = 8.900 μs
ConfidenceInterval = [8.354 μs; 8.676 μs] (CI 99.9%), Margin = 0.161 μs (1.89% of Mean)
Skewness = 0.31, Kurtosis = 1.15, MValue = 2

// **************************
// Benchmark: LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47.dll" --benchmarkName "BMCollectionsBenchmarks.LRUCacheBenchmark.TryGet(N: 100)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 7 in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.1 (6.0.121.56705), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-HZMAKE(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 214100.00 ns, 214.1000 us/op
WorkloadJitting  1: 1 op, 590100.00 ns, 590.1000 us/op

OverheadWarmup   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op

OverheadActual   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  10: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  11: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  12: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  15: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  16: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  17: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  18: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  19: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  20: 1 op, 200.00 ns, 200.0000 ns/op

WorkloadWarmup   1: 1 op, 7300.00 ns, 7.3000 us/op
WorkloadWarmup   2: 1 op, 7100.00 ns, 7.1000 us/op
WorkloadWarmup   3: 1 op, 6900.00 ns, 6.9000 us/op
WorkloadWarmup   4: 1 op, 7000.00 ns, 7.0000 us/op
WorkloadWarmup   5: 1 op, 6800.00 ns, 6.8000 us/op
WorkloadWarmup   6: 1 op, 6800.00 ns, 6.8000 us/op
WorkloadWarmup   7: 1 op, 6900.00 ns, 6.9000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 7000.00 ns, 7.0000 us/op
WorkloadActual   2: 1 op, 7000.00 ns, 7.0000 us/op
WorkloadActual   3: 1 op, 6900.00 ns, 6.9000 us/op
WorkloadActual   4: 1 op, 7000.00 ns, 7.0000 us/op
WorkloadActual   5: 1 op, 6900.00 ns, 6.9000 us/op
WorkloadActual   6: 1 op, 6800.00 ns, 6.8000 us/op
WorkloadActual   7: 1 op, 7300.00 ns, 7.3000 us/op
WorkloadActual   8: 1 op, 7000.00 ns, 7.0000 us/op
WorkloadActual   9: 1 op, 6900.00 ns, 6.9000 us/op
WorkloadActual  10: 1 op, 6800.00 ns, 6.8000 us/op
WorkloadActual  11: 1 op, 6900.00 ns, 6.9000 us/op
WorkloadActual  12: 1 op, 6900.00 ns, 6.9000 us/op
WorkloadActual  13: 1 op, 6900.00 ns, 6.9000 us/op
WorkloadActual  14: 1 op, 6900.00 ns, 6.9000 us/op
WorkloadActual  15: 1 op, 6900.00 ns, 6.9000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 6850.00 ns, 6.8500 us/op
WorkloadResult   2: 1 op, 6850.00 ns, 6.8500 us/op
WorkloadResult   3: 1 op, 6750.00 ns, 6.7500 us/op
WorkloadResult   4: 1 op, 6850.00 ns, 6.8500 us/op
WorkloadResult   5: 1 op, 6750.00 ns, 6.7500 us/op
WorkloadResult   6: 1 op, 6650.00 ns, 6.6500 us/op
WorkloadResult   7: 1 op, 6850.00 ns, 6.8500 us/op
WorkloadResult   8: 1 op, 6750.00 ns, 6.7500 us/op
WorkloadResult   9: 1 op, 6650.00 ns, 6.6500 us/op
WorkloadResult  10: 1 op, 6750.00 ns, 6.7500 us/op
WorkloadResult  11: 1 op, 6750.00 ns, 6.7500 us/op
WorkloadResult  12: 1 op, 6750.00 ns, 6.7500 us/op
WorkloadResult  13: 1 op, 6750.00 ns, 6.7500 us/op
WorkloadResult  14: 1 op, 6750.00 ns, 6.7500 us/op

// AfterAll
// Benchmark Process 3772 has exited with code 0.

Mean = 6.764 μs, StdErr = 0.018 μs (0.26%), N = 14, StdDev = 0.066 μs
Min = 6.650 μs, Q1 = 6.750 μs, Median = 6.750 μs, Q3 = 6.825 μs, Max = 6.850 μs
IQR = 0.075 μs, LowerFence = 6.638 μs, UpperFence = 6.938 μs
ConfidenceInterval = [6.689 μs; 6.839 μs] (CI 99.9%), Margin = 0.075 μs (1.11% of Mean)
Skewness = -0.12, Kurtosis = 2.06, MValue = 2

// **************************
// Benchmark: LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47.dll" --benchmarkName "BMCollectionsBenchmarks.LRUCacheBenchmark.Add(N: 1000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 8 in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.1 (6.0.121.56705), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-MUKEFC(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 186800.00 ns, 186.8000 us/op
WorkloadJitting  1: 1 op, 597700.00 ns, 597.7000 us/op

OverheadWarmup   1: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 100.00 ns, 100.0000 ns/op

OverheadActual   1: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   7: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   8: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   9: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  10: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  11: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  12: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  13: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  14: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  17: 1 op, 100.00 ns, 100.0000 ns/op

WorkloadWarmup   1: 1 op, 262000.00 ns, 262.0000 us/op
WorkloadWarmup   2: 1 op, 255500.00 ns, 255.5000 us/op
WorkloadWarmup   3: 1 op, 258500.00 ns, 258.5000 us/op
WorkloadWarmup   4: 1 op, 251900.00 ns, 251.9000 us/op
WorkloadWarmup   5: 1 op, 254400.00 ns, 254.4000 us/op
WorkloadWarmup   6: 1 op, 257800.00 ns, 257.8000 us/op
WorkloadWarmup   7: 1 op, 253500.00 ns, 253.5000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 307100.00 ns, 307.1000 us/op
WorkloadActual   2: 1 op, 249100.00 ns, 249.1000 us/op
WorkloadActual   3: 1 op, 248500.00 ns, 248.5000 us/op
WorkloadActual   4: 1 op, 247800.00 ns, 247.8000 us/op
WorkloadActual   5: 1 op, 256200.00 ns, 256.2000 us/op
WorkloadActual   6: 1 op, 248500.00 ns, 248.5000 us/op
WorkloadActual   7: 1 op, 261000.00 ns, 261.0000 us/op
WorkloadActual   8: 1 op, 254700.00 ns, 254.7000 us/op
WorkloadActual   9: 1 op, 255300.00 ns, 255.3000 us/op
WorkloadActual  10: 1 op, 251000.00 ns, 251.0000 us/op
WorkloadActual  11: 1 op, 251200.00 ns, 251.2000 us/op
WorkloadActual  12: 1 op, 250800.00 ns, 250.8000 us/op
WorkloadActual  13: 1 op, 258700.00 ns, 258.7000 us/op
WorkloadActual  14: 1 op, 252300.00 ns, 252.3000 us/op
WorkloadActual  15: 1 op, 264300.00 ns, 264.3000 us/op
WorkloadActual  16: 1 op, 255600.00 ns, 255.6000 us/op
WorkloadActual  17: 1 op, 258800.00 ns, 258.8000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 249000.00 ns, 249.0000 us/op
WorkloadResult   2: 1 op, 248400.00 ns, 248.4000 us/op
WorkloadResult   3: 1 op, 247700.00 ns, 247.7000 us/op
WorkloadResult   4: 1 op, 256100.00 ns, 256.1000 us/op
WorkloadResult   5: 1 op, 248400.00 ns, 248.4000 us/op
WorkloadResult   6: 1 op, 260900.00 ns, 260.9000 us/op
WorkloadResult   7: 1 op, 254600.00 ns, 254.6000 us/op
WorkloadResult   8: 1 op, 255200.00 ns, 255.2000 us/op
WorkloadResult   9: 1 op, 250900.00 ns, 250.9000 us/op
WorkloadResult  10: 1 op, 251100.00 ns, 251.1000 us/op
WorkloadResult  11: 1 op, 250700.00 ns, 250.7000 us/op
WorkloadResult  12: 1 op, 258600.00 ns, 258.6000 us/op
WorkloadResult  13: 1 op, 252200.00 ns, 252.2000 us/op
WorkloadResult  14: 1 op, 264200.00 ns, 264.2000 us/op
WorkloadResult  15: 1 op, 255500.00 ns, 255.5000 us/op
WorkloadResult  16: 1 op, 258700.00 ns, 258.7000 us/op

// AfterAll
// Benchmark Process 15504 has exited with code 0.

Mean = 253.887 μs, StdErr = 1.229 μs (0.48%), N = 16, StdDev = 4.917 μs
Min = 247.700 μs, Q1 = 250.275 μs, Median = 253.400 μs, Q3 = 256.725 μs, Max = 264.200 μs
IQR = 6.450 μs, LowerFence = 240.600 μs, UpperFence = 266.400 μs
ConfidenceInterval = [248.881 μs; 258.894 μs] (CI 99.9%), Margin = 5.007 μs (1.97% of Mean)
Skewness = 0.48, Kurtosis = 2.02, MValue = 2

// **************************
// Benchmark: LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47.dll" --benchmarkName "BMCollectionsBenchmarks.LRUCacheBenchmark.AddDoubleThanCapacity(N: 1000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 9 in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.1 (6.0.121.56705), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-RMLXVP(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 183800.00 ns, 183.8000 us/op
WorkloadJitting  1: 1 op, 881600.00 ns, 881.6000 us/op

OverheadWarmup   1: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   6: 1 op, 100.00 ns, 100.0000 ns/op

OverheadActual   1: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   4: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   7: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   8: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   9: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  10: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  11: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  12: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  17: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  18: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  19: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  20: 1 op, 200.00 ns, 200.0000 ns/op

WorkloadWarmup   1: 1 op, 536000.00 ns, 536.0000 us/op
WorkloadWarmup   2: 1 op, 531400.00 ns, 531.4000 us/op
WorkloadWarmup   3: 1 op, 534300.00 ns, 534.3000 us/op
WorkloadWarmup   4: 1 op, 533100.00 ns, 533.1000 us/op
WorkloadWarmup   5: 1 op, 554300.00 ns, 554.3000 us/op
WorkloadWarmup   6: 1 op, 529900.00 ns, 529.9000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 536300.00 ns, 536.3000 us/op
WorkloadActual   2: 1 op, 526100.00 ns, 526.1000 us/op
WorkloadActual   3: 1 op, 525700.00 ns, 525.7000 us/op
WorkloadActual   4: 1 op, 535700.00 ns, 535.7000 us/op
WorkloadActual   5: 1 op, 540200.00 ns, 540.2000 us/op
WorkloadActual   6: 1 op, 532900.00 ns, 532.9000 us/op
WorkloadActual   7: 1 op, 534600.00 ns, 534.6000 us/op
WorkloadActual   8: 1 op, 546800.00 ns, 546.8000 us/op
WorkloadActual   9: 1 op, 545900.00 ns, 545.9000 us/op
WorkloadActual  10: 1 op, 532300.00 ns, 532.3000 us/op
WorkloadActual  11: 1 op, 546600.00 ns, 546.6000 us/op
WorkloadActual  12: 1 op, 532900.00 ns, 532.9000 us/op
WorkloadActual  13: 1 op, 553600.00 ns, 553.6000 us/op
WorkloadActual  14: 1 op, 546500.00 ns, 546.5000 us/op
WorkloadActual  15: 1 op, 578500.00 ns, 578.5000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 536200.00 ns, 536.2000 us/op
WorkloadResult   2: 1 op, 526000.00 ns, 526.0000 us/op
WorkloadResult   3: 1 op, 525600.00 ns, 525.6000 us/op
WorkloadResult   4: 1 op, 535600.00 ns, 535.6000 us/op
WorkloadResult   5: 1 op, 540100.00 ns, 540.1000 us/op
WorkloadResult   6: 1 op, 532800.00 ns, 532.8000 us/op
WorkloadResult   7: 1 op, 534500.00 ns, 534.5000 us/op
WorkloadResult   8: 1 op, 546700.00 ns, 546.7000 us/op
WorkloadResult   9: 1 op, 545800.00 ns, 545.8000 us/op
WorkloadResult  10: 1 op, 532200.00 ns, 532.2000 us/op
WorkloadResult  11: 1 op, 546500.00 ns, 546.5000 us/op
WorkloadResult  12: 1 op, 532800.00 ns, 532.8000 us/op
WorkloadResult  13: 1 op, 553500.00 ns, 553.5000 us/op
WorkloadResult  14: 1 op, 546400.00 ns, 546.4000 us/op

// AfterAll
// Benchmark Process 32236 has exited with code 0.

Mean = 538.193 μs, StdErr = 2.261 μs (0.42%), N = 14, StdDev = 8.459 μs
Min = 525.600 μs, Q1 = 532.800 μs, Median = 535.900 μs, Q3 = 546.250 μs, Max = 553.500 μs
IQR = 13.450 μs, LowerFence = 512.625 μs, UpperFence = 566.425 μs
ConfidenceInterval = [528.651 μs; 547.735 μs] (CI 99.9%), Margin = 9.542 μs (1.77% of Mean)
Skewness = 0.16, Kurtosis = 1.72, MValue = 2

// **************************
// Benchmark: LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47.dll" --benchmarkName "BMCollectionsBenchmarks.LRUCacheBenchmark.Remove(N: 1000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 10 in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47\bin\Release\net6.0
